 ( -45.655534077993629     ,-1.42891950177517305E-016)
 ( -22.427213773833593     ,-6.56745805913206105E-017)
 (  17.406204172475888     ,-1.15930187403993319E-015)
 ( -45.203397087766781     , 9.43463140052526035E-017)
 ( -71.718528703379690     ,-9.81204430230096024E-017)
 ( -33.285140975647828     ,-8.97150916516202076E-017)
 ( -28.219746177808435     , 4.07844689303224263E-017)
 (  42.656852507132214     ,-3.49004814431968401E-017)
 (  16.335192406535008     ,-3.87822214293159186E-016)
 (  55.393972582941316     , 5.26495509070699367E-016)
 (  30.599914057084526     , 6.58719562279858664E-016)
 ( -41.998877096089338     ,-1.77462742205940144E-016)
 ( -27.589481185824763     ,-1.54799167959659954E-016)
 ( -51.369857724746865     ,-2.59281403554833237E-016)
 ( -125.42640297807628     ,-1.05150679266144326E-016)
 ( -34.617214546133731     , 6.91636328993578853E-016)
 ( -28.248790751673649     , 7.94789587175233009E-017)
 ( -118.74239592740952     ,-6.88274756307645292E-016)
 ( -18.220433066000552     ,-6.56745805913206105E-017)
 ( -76.971094169018670     ,-4.27992081633450642E-016)
